Title	ItemNumber	ItemNumberLabel	GroupNumber	ItemCategory	CategoryName	ContosoDatabaseProductKey	ContosoProductID	html:About	UnitCost	UnitPrice	UnitPriceCurrency	UnitPriceLabel	Features	Brand	BrandLabel	Color	ColorLabel	Size	SizeUnit	SizeLabel	Weight	WeightUnit	WeightLabel	ScreenSize	ScreenSizeUnit	ScreenSizeLabel	Memory	MemoryUnit	MemoryLabel	HardDrive	HardDriveUnit	HardDriveLabel	Megapixels	MegapixelsUnit	MegapixelsLabel	Zoom	ZoomUnit	ZoomLabel	RefreshRate	RefreshRateUnit	RefreshRateLabel	NumberOfSpeakers	NumberOfSpeakersLabel	Storage	StorageUnit	StorageLabel	Volume	VolumeUnit	VolumeLabel	BTU	BTUUnit	BTULabel	Coverage	CoverageUnit	CoverageLabel	Campaign	OnSale	Discount	LanguageTag
SV 22xDVD M600 Silver	3020602	Item	30206	302	DVD players	187	202022	Type: 22xDVD Playback. Network and Internet remote viewing with optional broadband router	$43,04 	$129,90 	$	Price		Southridge Video	Brand	Silver	Color																																							FALSE	FALSE		
SV 16xDVD M360 Black	3020701	Item	30207	302	DVD players	176	202011	Type: 16xDVD Playback, digital audio output type: HDMI, Optical & Coaxial, HDMI outputs	$58,36 	$126,90 	$	Price		Southridge Video	Brand	Black	Color																																							FALSE	FALSE		
SV 16xDVD M360 Silver	3020702	Item	30207	302	DVD players	189	202024	Type: 16xDVD Playback, digital audio output type: HDMI, Optical & Coaxial, HDMI outputs	$58,36 	$126,90 	$	Price		Southridge Video	Brand	Silver	Color																																							FALSE	FALSE		
Litware Home Theater System M411 Black	3030101	Item	30301	303	Home theater systems	198	203007	With this home theater system in your living room, there is no need to head out to the movies. Outstanding image quality with 1080p/720p up conversion, and impressive sound quality with the 4.1 channel surround sound. 	$275,46 	$599,00 	$	Price		Litware	Brand	Black	Color																									7	Speakers													FALSE	FALSE		
Litware Home Theater System M411 Silver	3030102	Item	30301	303	Home theater systems	214	203023	With this home theater system in your living room, there is no need to head out to the movies. Outstanding image quality with 1080p/720p up conversion, and impressive sound quality with the 4.1 channel surround sound. 	$275,46 	$599,00 	$	Price		Litware	Brand	Silver	Color																									7	Speakers													FALSE	FALSE		
Litware Home Theater System M411 Brown	3030103	Item	30301	303	Home theater systems	230	203039	With this home theater system in your living room, there is no need to head out to the movies. Outstanding image quality with 1080p/720p up conversion, and impressive sound quality with the 4.1 channel surround sound. 	$275,46 	$599,00 	$	Price		Litware	Brand	Brown	Color																									7	Speakers													FALSE	FALSE		
Litware Home Theater System M512 Black	3030201	Item	30302	303	Home theater systems	201	203010	Enjoy amazing sound quality with this home theater system. With 1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer, you will not be disappointed.	$321,44 	$699,00 	$	Price		Litware 	Brand	Black	Color																									4	Speakers													FALSE	FALSE		
Litware Home Theater System M512 Silver	3030202	Item	30302	303	Home theater systems	217	203026	Enjoy amazing sound quality with this home theater system. With 1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer, you will not be disappointed.	$321,44 	$699,00 	$	Price		Litware 	Brand	Silver	Color																									4	Speakers													FALSE	FALSE		
Litware Home Theater System M512 Brown	3030203	Item	30302	303	Home theater systems	233	203042	Enjoy amazing sound quality with this home theater system. With 1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer, you will not be disappointed.	$321,44 	$699,00 	$	Price		Litware 	Brand	Brown	Color																									4	Speakers													FALSE	FALSE		
Litware Home Theater System M710 Black	3030301	Item	30303	303	Home theater systems	203	203012	130 watts total output on 2-way bass reflex front, center, and surround speakers	$264,72 	$799,00 	$	Price		Litware 	Brand	Black	Color																									5	Speakers													FALSE	FALSE		
Litware Home Theater System M710 Silver	3030302	Item	30303	303	Home theater systems	219	203028	130 watts total output on 2-way bass reflex front, center, and surround speakers	$264,72 	$799,00 	$	Price		Litware 	Brand	Silver	Color																									5	Speakers													FALSE	FALSE		
Litware Home Theater System M710 Brown	3030303	Item	30303	303	Home theater systems	235	203044	130 watts total output on 2-way bass reflex front, center, and surround speakers	$264,72 	$799,00 	$	Price		Litware 	Brand	Brown	Color																									5	Speakers													FALSE	FALSE		
Contoso Home Theater System M1400 Black	3030401	Item	30304	303	Home theater systems	243	203052	4.1 channel front surround, 1080p/720p up conversion from DVD or USB	$208,52 	$409,00 	$	Price		Contoso	Brand	Black	Color																									2	Speakers													FALSE	FALSE		
Contoso Home Theater System M1400 Silver	3030402	Item	30304	303	Home theater systems	256	203065	4.1 channel front surround, 1080p/720p up conversion from DVD or USB	$208,52 	$409,00 	$	Price		Contoso	Brand	Silver	Color																									2	Speakers													FALSE	FALSE		
Contoso Home Theater System M1400 White	3030403	Item	30304	303	Home theater systems	269	203078	4.1 channel front surround, 1080p/720p up conversion from DVD or USB	$208,52 	$409,00 	$	Price		Contoso	Brand	White	Color																									2	Speakers													FALSE	FALSE		
Contoso Home Theater System M1400 Brown	3030404	Item	30304	303	Home theater systems	282	203091	4.1 channel front surround, 1080p/720p up conversion from DVD or USB	$208,52 	$409,00 	$	Price		Contoso	Brand	Brown	Color																									2	Speakers													FALSE	FALSE		
Contoso Home Theater System M1500 Black	3030501	Item	30305	303	Home theater systems	244	203053	Great system at a great price. Give your movies and music rich, powerful audio with 1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer. 	$197,28 	$429,00 	$	Price		Contoso	Brand	Black	Color																									2	Speakers													FALSE	FALSE		
Contoso Home Theater System M1500 Silver	3030502	Item	30305	303	Home theater systems	257	203066	Great system at a great price. Give your movies and music rich, powerful audio with 1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer. 	$197,28 	$429,00 	$	Price		Contoso	Brand	Silver	Color																									2	Speakers													FALSE	FALSE		
Contoso Home Theater System M1500 White	3030503	Item	30305	303	Home theater systems	270	203079	Great system at a great price. Give your movies and music rich, powerful audio with 1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer. 	$197,28 	$429,00 	$	Price		Contoso	Brand	White	Color																									2	Speakers													FALSE	FALSE		
Contoso Home Theater System M1500 Brown	3030504	Item	30305	303	Home theater systems	283	203092	Great system at a great price. Give your movies and music rich, powerful audio with 1000 watts over 5 channels, 1 center-channel speaker, and 1 subwoofer. 	$197,28 	$429,00 	$	Price		Contoso	Brand	Brown	Color																									2	Speakers													FALSE	FALSE		
Contoso Home Theater System M1700 Black	3030601	Item	30306	303	Home theater systems	242	203051	This 7.1 channel speaker package is the perfect match to your DVD player and home theater receiver. Provides all the speakers you need to get that real surround sound. 660 watts.	$294,54 	$889,00 	$	Price		Contoso	Brand	Black	Color																									5	Speakers													FALSE	FALSE		
Contoso Home Theater System M1700 Silver	3030602	Item	30306	303	Home theater systems	255	203064	This 7.1 channel speaker package is the perfect match to your DVD player and home theater receiver. Provides all the speakers you need to get that real surround sound. 660 watts.	$294,54 	$889,00 	$	Price		Contoso	Brand	Silver	Color																									5	Speakers													FALSE	FALSE		
Contoso Home Theater System M1700 White	3030603	Item	30306	303	Home theater systems	268	203077	This 7.1 channel speaker package is the perfect match to your DVD player and home theater receiver. Provides all the speakers you need to get that real surround sound. 660 watts.	$294,54 	$889,00 	$	Price		Contoso	Brand	White	Color																									5	Speakers													FALSE	FALSE		
Contoso Home Theater System M1700 Brown	3030604	Item	30306	303	Home theater systems	281	203090	This 7.1 channel speaker package is the perfect match to your DVD player and home theater receiver. Provides all the speakers you need to get that real surround sound. 660 watts.	$294,54 	$889,00 	$	Price		Contoso	Brand	Brown	Color																									5	Speakers													FALSE	FALSE		
SV Car Video LCD7W M7080 Black	3040101	Item	30401	304	Car video	292	203100	"This portable  9"" DVD receiver with motorized touch screen has everything you need to make your car into a mobile entertainment system. The active matrix LCD display makes your video look great. Full function remote control included."	$229,93 	$500,00 	$	Price		Southridge Video	Brand	Black	Color				2,4	pounds	Weight	9	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7W M7080 Silver	3040102	Item	30401	304	Car video	308	205017	"This portable  9"" DVD receiver with motorized touch screen has everything you need to make your car into a mobile entertainment system. The active matrix LCD display makes your video look great. Full function remote control included."	$229,93 	$500,00 	$	Price		Southridge Video	Brand	Silver	Color				2,4	pounds	Weight	9	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7W M7080 Brown	3040103	Item	30401	304	Car video	324	205033	"This portable  9"" DVD receiver with motorized touch screen has everything you need to make your car into a mobile entertainment system. The active matrix LCD display makes your video look great. Full function remote control included."	$229,93 	$500,00 	$	Price		Southridge Video	Brand	Brown	Color				2,4	pounds	Weight	9	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7W M7081 Black	3040201	Item	30402	304	Car video	293	205001	This DVD receiver features a touch-screen operation on the 16:9 wide display which makes navigation of features a breeze.  The active matrix LCD display makes your video look great.	$229,47 	$499,00 	$	Price		Southridge Video	Brand	Black	Color				2,4	pounds	Weight	9	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7W M7081 Silver	3040202	Item	30402	304	Car video	309	205018	This DVD receiver features a touch-screen operation on the 16:9 wide display which makes navigation of features a breeze.  The active matrix LCD display makes your video look great.	$229,47 	$499,00 	$	Price		Southridge Video	Brand	Silver	Color				2,4	pounds	Weight	9	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7W M7081 Brown	3040203	Item	30402	304	Car video	325	205034	This DVD receiver features a touch-screen operation on the 16:9 wide display which makes navigation of features a breeze.  The active matrix LCD display makes your video look great.	$229,47 	$499,00 	$	Price		Southridge Video	Brand	Brown	Color				2,4	pounds	Weight	9	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7W M7082 Black	3040301	Item	30403	304	Car video	304	205013	"This 10.1"" motorized touch-screen DVD player is the ultimate in-car media accessory.  The active matrix LCD lets you enjoy great picture quality in 16:9 aspect ratio. Wireless remote control."	$321,44 	$699,00 	$	Price		Southridge Video	Brand	Black	Color				3,5	pounds	Weight	10,1	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7W M7082 Silver	3040302	Item	30403	304	Car video	320	205029	"This 10.1"" motorized touch-screen DVD player is the ultimate in-car media accessory.  The active matrix LCD lets you enjoy great picture quality in 16:9 aspect ratio. Wireless remote control."	$321,44 	$699,00 	$	Price		Southridge Video	Brand	Silver	Color				3,5	pounds	Weight	10,1	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7W M7082 Brown	3040303	Item	30403	304	Car video	336	205045	"This 10.1"" motorized touch-screen DVD player is the ultimate in-car media accessory.  The active matrix LCD lets you enjoy great picture quality in 16:9 aspect ratio. Wireless remote control."	$321,44 	$699,00 	$	Price		Southridge Video	Brand	Brown	Color				3,5	pounds	Weight	10,1	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7 M7001 Black	3040401	Item	30404	304	Car video	305	205014	"Enjoy a DVD movie wherever you go with this 7"" DVD receiver. Aspect ratio of 16:9 and active matrix LCD gives great picture quality. Motorized touch screen for easy operation."	$151,30 	$329,00 	$	Price		Southridge Video	Brand	Black	Color				2,2	pounds	Weight	7	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7 M7001 Silver	3040402	Item	30404	304	Car video	321	205030	"Enjoy a DVD movie wherever you go with this 7"" DVD receiver. Aspect ratio of 16:9 and active matrix LCD gives great picture quality. Motorized touch screen for easy operation."	$151,30 	$329,00 	$	Price		Southridge Video	Brand	Silver	Color				2,2	pounds	Weight	7	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7 M7001 Brown	3040403	Item	30404	304	Car video	337	205046	"Enjoy a DVD movie wherever you go with this 7"" DVD receiver. Aspect ratio of 16:9 and active matrix LCD gives great picture quality. Motorized touch screen for easy operation."	$151,30 	$329,00 	$	Price		Southridge Video	Brand	Brown	Color				2,2	pounds	Weight	7	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7 M7002 Black	3040501	Item	30405	304	Car video	306	205015	"A movie playing in the backseat keeps your kids happy. This 7"" headrest DVD receiver has a touch screen that is easy to operate. Active matrix LCD and 1152 x 234 pixels resolution gives great video quality. "	$169,69 	$369,00 	$	Price		Southridge Video	Brand	Black	Color				1,9	pounds	Weight	7	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7 M7002 Silver	3040502	Item	30405	304	Car video	322	205031	"A movie playing in the backseat keeps your kids happy. This 7"" headrest DVD receiver has a touch screen that is easy to operate. Active matrix LCD and 1152 x 234 pixels resolution gives great video quality. "	$169,69 	$369,00 	$	Price		Southridge Video	Brand	Silver	Color				1,9	pounds	Weight	7	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7 M7003 Black	3040601	Item	30406	304	Car video	307	205016	"Rear-seat entertainment made easy with this 7"" motorized touch screen DVD receiver.  Aspect ratio of 16:9., and active matrix LCD for great picture. 450 nits brightness makes the screen viewable in sunlight."	$169,69 	$369,00 	$	Price		Southridge Video	Brand	Black	Color				1,9	pounds	Weight	7	inches	Screen size																														FALSE	FALSE		
SV Car Video LCD7 M7003 Silver	3040602	Item	30406	304	Car video	323	205032	"Rear-seat entertainment made easy with this 7"" motorized touch screen DVD receiver.  Aspect ratio of 16:9., and active matrix LCD for great picture. 450 nits brightness makes the screen viewable in sunlight."	$169,69 	$369,00 	$	Price		Southridge Video	Brand	Silver	Color				1,9	pounds	Weight	7	inches	Screen size																														FALSE	FALSE		
Contoso 2G MP3 Player E200 Silver	4010101	Item	40101	401	MP3	4	101004	2 GB MP3 player with LCD display for easy navigation between files and playlists. Plays MP3 and WMA files. Integrated voice recorder. High speed USB 2.0 interface.	$11,00 	$21,57 	$	Price		Contoso	Brand	Silver	Color	3.75  x 1.75  x 0.4 	inches	Size										2	GB	Storage																								FALSE	FALSE		
Contoso 2G MP3 Player E200 Red	4010102	Item	40101	401	MP3	5	101005	2 GB MP3 player with LCD display for easy navigation between files and playlists. Plays MP3 and WMA files. Integrated voice recorder. High speed USB 2.0 interface.	$11,00 	$21,57 	$	Price		Contoso	Brand	Red	Color	3.75  x 1.75  x 0.4 	inches	Size										2	GB	Storage																								FALSE	FALSE		
Contoso 2G MP3 Player E200 Black	4010103	Item	40101	401	MP3	6	101006	2 GB MP3 player with LCD display for easy navigation between files and playlists. Plays MP3 and WMA files. Integrated voice recorder. High speed USB 2.0 interface.	$11,00 	$21,57 	$	Price		Contoso	Brand	Black	Color	3.75  x 1.75  x 0.4 	inches	Size										2	GB	Storage																								FALSE	FALSE		
Contoso 2G MP3 Player E200 Blue	4010104	Item	40101	401	MP3	7	101007	2 GB MP3 player with LCD display for easy navigation between files and playlists. Plays MP3 and WMA files. Integrated voice recorder. High speed USB 2.0 interface.	$11,00 	$21,57 	$	Price		Contoso	Brand	Blue	Color	3.75  x 1.75  x 0.4 	inches	Size										2	GB	Storage																								FALSE	FALSE		
Contoso 4G MP3 Player E400 Silver	4010201	Item	40102	401	MP3	8	101008	MP3 player with 4 GB memory and built-in FM radio tuner makes it easy to listen to your favorite music wherever you go. User friendly LCD display with 7-color backlight.	$30,58 	$59,99 	$	Price		Contoso	Brand	Silver	Color	2.2 x 1.4 x 0.6	inches	Size										4	GB	Storage																								FALSE	FALSE		
Contoso 4G MP3 Player E400 Black	4010202	Item	40102	401	MP3	9	101009	MP3 player with 4 GB memory and built-in FM radio tuner makes it easy to listen to your favorite music wherever you go. User friendly LCD display with 7-color backlight.	$30,58 	$59,99 	$	Price		Contoso	Brand	Black	Color	2.2 x 1.4 x 0.6	inches	Size										4	GB	Storage																								FALSE	FALSE		
Contoso 4G MP3 Player E400 Green	4010203	Item	40102	401	MP3	10	101010	MP3 player with 4 GB memory and built-in FM radio tuner makes it easy to listen to your favorite music wherever you go. User friendly LCD display with 7-color backlight.	$30,58 	$59,99 	$	Price		Contoso	Brand	Green	Color	2.2 x 1.4 x 0.6	inches	Size										4	GB	Storage																								FALSE	FALSE		
Contoso 4G MP3 Player E400 Orange	4010204	Item	40102	401	MP3	11	101011	MP3 player with 4 GB memory and built-in FM radio tuner makes it easy to listen to your favorite music wherever you go. User friendly LCD display with 7-color backlight.	$30,58 	$59,99 	$	Price		Contoso	Brand	Orange	Color	2.2 x 1.4 x 0.6	inches	Size										4	GB	Storage																								FALSE	FALSE		
Contoso 8GB MP3 Player new model M820 Black	4010301	Item	40103	401	MP3	20	101020	8 GB MP3 player with 2'' blue-white LCD display for user friendly navigation. Supports most common audio and picture file type. Integrated FM radio tuner and voice recorder.	$61,62 	$134,00 	$	Price		Contoso	Brand	Black	Color	2.2 x 1.4 x 0.6	inches	Size										8	GB	Storage																								FALSE	FALSE		
Contoso 8GB MP3 Player new model M820 Blue	4010302	Item	40103	401	MP3	21	101021	8 GB MP3 player with 2'' blue-white LCD display for user friendly navigation. Supports most common audio and picture file type. Integrated FM radio tuner and voice recorder.	$61,62 	$134,00 	$	Price		Contoso	Brand	Blue	Color	2.2 x 1.4 x 0.6	inches	Size										8	GB	Storage																								FALSE	FALSE		
Contoso 8GB MP3 Player new model M820 Yellow	4010303	Item	40103	401	MP3	22	101022	8 GB MP3 player with 2'' blue-white LCD display for user friendly navigation. Supports most common audio and picture file type. Integrated FM radio tuner and voice recorder.	$61,62 	$134,00 	$	Price		Contoso	Brand	Yellow	Color	2.2 x 1.4 x 0.6	inches	Size										8	GB	Storage																								FALSE	FALSE		
Contoso 8GB MP3 Player new model M820 White	4010304	Item	40103	401	MP3	23	101023	8 GB MP3 player with 2'' blue-white LCD display for user friendly navigation. Supports most common audio and picture file type. Integrated FM radio tuner and voice recorder.	$61,62 	$134,00 	$	Price		Contoso	Brand	White	Color	2.2 x 1.4 x 0.6	inches	Size										8	GB	Storage																								FALSE	FALSE		
Contoso 16GB MP3 Player M1600 Blue	4010401	Item	40104	401	MP3	24	101024	16 GB MP3 player with extended battery life for long playback timers. Stores up to 5 hours of high-definition video and 4,000 songs. Supports most common media types.	$91,93 	$199,90 	$	Price		Contoso	Brand	Blue	Color	4 x 2 x 0.4	inches	Size										16	GB	Storage																								FALSE	FALSE		
Contoso 16GB MP3 Player M1600 Black	4010402	Item	40104	401	MP3	25	101025	16 GB MP3 player with extended battery life for long playback timers. Stores up to 5 hours of high-definition video and 4,000 songs. Supports most common media types.	$91,93 	$199,90 	$	Price		Contoso	Brand	Black	Color	4 x 2 x 0.4	inches	Size										16	GB	Storage																								FALSE	FALSE		
Contoso 16GB MP3 Player M1600 Green	4010403	Item	40104	401	MP3	26	101026	16 GB MP3 player with extended battery life for long playback timers. Stores up to 5 hours of high-definition video and 4,000 songs. Supports most common media types.	$91,93 	$199,90 	$	Price		Contoso	Brand	Green	Color	4 x 2 x 0.4	inches	Size										16	GB	Storage																								FALSE	FALSE		
Contoso 16GB MP3 Player M1600 White	4010404	Item	40104	401	MP3	27	101027	16 GB MP3 player with extended battery life for long playback timers. Stores up to 5 hours of high-definition video and 4,000 songs. Supports most common media types.	$91,93 	$199,90 	$	Price		Contoso	Brand	White	Color	4 x 2 x 0.4	inches	Size										16	GB	Storage																								FALSE	FALSE		
Contoso 16GB MP3 Player M1600 Red	4010405	Item	40104	401	MP3	28	101028	16 GB MP3 player with extended battery life for long playback timers. Stores up to 5 hours of high-definition video and 4,000 songs. Supports most common media types.	$91,93 	$199,90 	$	Price		Contoso	Brand	Red	Color	4 x 2 x 0.4	inches	Size										16	GB	Storage																								FALSE	FALSE		
Contoso 32GB Video MP3 Player M3200 White	4010501	Item	40105	401	MP3	29	101029	Video MP3 player with 32 GB memory. High-definition LCD display for optimal sharp playback of video files. Stereo speakers for enhanced audio listening. PC and Mac compatible.	$84,49 	$255,00 	$	Price		Contoso	Brand	White	Color	4 x 2 x 0.4	inches	Size										32	GB	Storage																								FALSE	FALSE		
Contoso 32GB Video MP3 Player M3200 Red	4010502	Item	40105	401	MP3	30	101030	Video MP3 player with 32 GB memory. High-definition LCD display for optimal sharp playback of video files. Stereo speakers for enhanced audio listening. PC and Mac compatible.	$84,49 	$255,00 	$	Price		Contoso	Brand	Red	Color	4 x 2 x 0.4	inches	Size										32	GB	Storage																								FALSE	FALSE		
Contoso 32GB Video MP3 Player M3200 Orange	4010503	Item	40105	401	MP3	31	101031	Video MP3 player with 32 GB memory. High-definition LCD display for optimal sharp playback of video files. Stereo speakers for enhanced audio listening. PC and Mac compatible.	$84,49 	$255,00 	$	Price		Contoso	Brand	Orange	Color	4 x 2 x 0.4	inches	Size										32	GB	Storage																								FALSE	FALSE		
Contoso 32GB Video MP3 Player M3200 Pink	4010504	Item	40105	401	MP3	32	101032	Video MP3 player with 32 GB memory. High-definition LCD display for optimal sharp playback of video files. Stereo speakers for enhanced audio listening. PC and Mac compatible.	$84,49 	$255,00 	$	Price		Contoso	Brand	Pink	Color	4 x 2 x 0.4	inches	Size										32	GB	Storage																								FALSE	FALSE		
Contoso 32GB Video MP3 Player M3200 Black	4010505	Item	40105	401	MP3	33	101033	Video MP3 player with 32 GB memory. High-definition LCD display for optimal sharp playback of video files. Stereo speakers for enhanced audio listening. PC and Mac compatible.	$84,49 	$255,00 	$	Price		Contoso	Brand	Black	Color	4 x 2 x 0.4	inches	Size										32	GB	Storage																								FALSE	FALSE		
Contoso 8GB Clock & Radio MP3 Player X850 Silver	4010601	Item	40106	401	MP3	37	101037	Clock and radio MP3 player with a 2.6'' touch screen for simple navigation between functions. 8 GB memory. Plays AVI/RM/RMVB/MP3/WMA/ACC/FLAC formats. High-speed USB 2.0 interface.	$99,14 	$299,23 	$	Price		Contoso	Brand	Silver	Color	3.7 x 2 x 0.4	inches	Size										8	GB	Storage																								FALSE	FALSE		
Contoso 8GB Clock & Radio MP3 Player X850 Black	4010602	Item	40106	401	MP3	38	101038	Clock and radio MP3 player with a 2.6'' touch screen for simple navigation between functions. 8 GB memory. Plays AVI/RM/RMVB/MP3/WMA/ACC/FLAC formats. High-speed USB 2.0 interface.	$99,14 	$299,23 	$	Price		Contoso	Brand	Black	Color	3.7 x 2 x 0.4	inches	Size										8	GB	Storage																								FALSE	FALSE		
Contoso 8GB Clock & Radio MP3 Player X850 Green	4010603	Item	40106	401	MP3	39	101039	Clock and radio MP3 player with a 2.6'' touch screen for simple navigation between functions. 8 GB memory. Plays AVI/RM/RMVB/MP3/WMA/ACC/FLAC formats. High-speed USB 2.0 interface.	$99,14 	$299,23 	$	Price		Contoso	Brand	Green	Color	3.7 x 2 x 0.4	inches	Size										8	GB	Storage																								FALSE	FALSE		
Contoso 8GB Clock & Radio MP3 Player X850 Blue	4010604	Item	40106	401	MP3	40	101040	Clock and radio MP3 player with a 2.6'' touch screen for simple navigation between functions. 8 GB memory. Plays AVI/RM/RMVB/MP3/WMA/ACC/FLAC formats. High-speed USB 2.0 interface.	$99,14 	$299,23 	$	Price		Contoso	Brand	Blue	Color	3.7 x 2 x 0.4	inches	Size										8	GB	Storage																								FALSE	FALSE		
Contoso 16GB New Generation MP3 Player M1650 Silver	4010701	Item	40107	401	MP3	41	101041	New generation Contoso MP3 player. User friendly 2.4'' LCD touch screen. 16 GB memory. Clear and sharp playback of image, audio and video files. PC and Mac compatible.	$106,69 	$232,00 	$	Price		Contoso	Brand	Silver	Color	3.1 x 1.9 x 0.3	inches	Size										16	GB	Storage																								FALSE	FALSE		
Contoso 16GB New Generation MP3 Player M1650 White	4010702	Item	40107	401	MP3	42	101042	New generation Contoso MP3 player. User friendly 2.4'' LCD touch screen. 16 GB memory. Clear and sharp playback of image, audio and video files. PC and Mac compatible.	$106,69 	$232,00 	$	Price		Contoso	Brand	White	Color	3.1 x 1.9 x 0.3	inches	Size										16	GB	Storage																								FALSE	FALSE		
Contoso 16GB New Generation MP3 Player M1650 Black	4010703	Item	40107	401	MP3	43	101043	New generation Contoso MP3 player. User friendly 2.4'' LCD touch screen. 16 GB memory. Clear and sharp playback of image, audio and video files. PC and Mac compatible.	$106,69 	$232,00 	$	Price		Contoso	Brand	Black	Color	3.1 x 1.9 x 0.3	inches	Size										16	GB	Storage																								FALSE	FALSE		
Contoso 16GB New Generation MP3 Player M1650 Blue	4010704	Item	40107	401	MP3	44	101044	New generation Contoso MP3 player. User friendly 2.4'' LCD touch screen. 16 GB memory. Clear and sharp playback of image, audio and video files. PC and Mac compatible.	$106,69 	$232,00 	$	Price		Contoso	Brand	Blue	Color	3.1 x 1.9 x 0.3	inches	Size										16	GB	Storage																								FALSE	FALSE		
Contoso 16GB New Generation MP3 Player M1650 Pink	4010705	Item	40107	401	MP3	45	101045	New generation Contoso MP3 player. User friendly 2.4'' LCD touch screen. 16 GB memory. Clear and sharp playback of image, audio and video files. PC and Mac compatible.	$106,69 	$232,00 	$	Price		Contoso	Brand	Pink	Color	3.1 x 1.9 x 0.3	inches	Size										16	GB	Storage																								FALSE	FALSE		
Contoso 4GB Portable MP3 Player M450 Black	4010801	Item	40108	401	MP3	34	101034	4 GB MP3 player with high-speed USB 2.0 interface. Supports MP3 and WMA audio formats. Up to 4 hours playback. Integrated digital voice recorder. Comes with a set of headphones.	$48,92 	$95,95 	$	Price		Contoso	Brand	Black	Color	4 x 2.1 x 0.4	inches	Size										4	GB	Storage																								FALSE	FALSE		
Contoso 4GB Portable MP3 Player M450 White	4010802	Item	40108	401	MP3	35	101035	4 GB MP3 player with high-speed USB 2.0 interface. Supports MP3 and WMA audio formats. Up to 4 hours playback. Integrated digital voice recorder. Comes with a set of headphones.	$48,92 	$95,95 	$	Price		Contoso	Brand	White	Color	4 x 2.1 x 0.4	inches	Size										4	GB	Storage																								FALSE	FALSE		
Contoso 4GB Portable MP3 Player M450 Yellow	4010803	Item	40108	401	MP3	36	101036	4 GB MP3 player with high-speed USB 2.0 interface. Supports MP3 and WMA audio formats. Up to 4 hours playback. Integrated digital voice recorder. Comes with a set of headphones.	$48,92 	$95,95 	$	Price		Contoso	Brand	Yellow	Color	4 x 2.1 x 0.4	inches	Size										4	GB	Storage																								FALSE	FALSE		
Proseware Icon Floorstanding Speakers Black	4020101	Item	40201	402	Speakers			4 floor standing speakers for up to 250 watts total power. SuperCube subwoofer and one midrange driver for clear audio playback for music and movies. Magnetic shielding for reduced interference.	$918,00 	$1 799,99 	$	Price		Proseware	Brand	Black	Color																																							FALSE	FALSE		
Proseware Icon Floorstanding Speakers Brown	4020102	Item	40201	402	Speakers			4 floor standing speakers for up to 250 watts total power. SuperCube subwoofer and one midrange driver for clear audio playback for music and movies. Magnetic shielding for reduced interference.	$918,00 	$1 799,99 	$	Price		Proseware	Brand	Brown	Color																																							FALSE	FALSE		
Proseware Icon Floorstanding Speakers White	4020103	Item	40201	402	Speakers			4 floor standing speakers for up to 250 watts total power. SuperCube subwoofer and one midrange driver for clear audio playback for music and movies. Magnetic shielding for reduced interference.	$918,00 	$1 799,99 	$	Price		Proseware	Brand	White	Color																																							FALSE	FALSE		
Proseware Maestro Floorstanding Speakers Black	4020201	Item	40202	402	Speakers			2 floor standing speakers for perfect room filling sound. SuperCube subwoofer and high-definition midrange drivers. Handles up to 250 watts. 35 Hz - 23kHz frequency response.	$663,00 	$1 299,99 	$	Price		Proseware	Brand	Black	Color																																							FALSE	FALSE		
Proseware Maestro Floorstanding Speakers Brown	4020202	Item	40202	402	Speakers			2 floor standing speakers for perfect room filling sound. SuperCube subwoofer and high-definition midrange drivers. Handles up to 250 watts. 35 Hz - 23kHz frequency response.	$663,00 	$1 299,99 	$	Price		Proseware	Brand	Brown	Color																																							FALSE	FALSE		
Proseware Maestro Floorstanding Speakers White	4020203	Item	40202	402	Speakers			2 floor standing speakers for perfect room filling sound. SuperCube subwoofer and high-definition midrange drivers. Handles up to 250 watts. 35 Hz - 23kHz frequency response.	$663,00 	$1 299,99 	$	Price		Proseware	Brand	White	Color																																							FALSE	FALSE		
